"";"gender";"religious_attendance";"age";"faith";"education";"family_status";"economical_status";"code";"HSPS_1";"HSPS_2";"HSPS_3";"HSPS_4";"HSPS_5";"HSPS_6";"HSPS_7";"HSPS_8";"HSPS_9";"HSPS_10";"HSPS_11";"HSPS_12";"HSPS_13";"HSPS_14";"HSPS_15";"HSPS_16";"HSPS_17";"HSPS_18";"HSPS_19";"HSPS_20";"HSPS_21";"HSPS_22";"HSPS_23";"HSPS_24";"HSPS_25";"HSPS_26";"HSPS_27";"DSES_1";"DSES_2";"DSES_3";"DSES_4";"DSES_5";"DSES_6";"DSES_7";"DSES_8";"DSES_9";"DSES_10";"DSES_11";"DSES_12";"DSES_13";"DSES_14";"DSES_15";"BFI_N_1";"BFI_N_2";"BFI_N_3";"BFI_N_4";"BFI_N_5";"BFI_N_6";"BFI_N_7";"BFI_N_8";"TEQ_1";"TEQ_3";"TEQ_5";"TEQ_16";"TEQ_CON_2";"TEQ_CON_4";"TEQ_CON_14";"senisitivity_1";"senisitivity_2";"senisitivity_3";"senisitivity_4";"senisitivity_5";"senisitivity_6";"senisitivity_7";"senisitivity_8";"senisitivity_9";"senisitivity_10";"emotions_1";"emotions_2";"emotions_3";"emotions_4";"emotions_5";"emotions_6";"emotions_7";"emotions_8";"emotions_9";"emotions_10";"cov_topics1_1";"cov_topics1_2";"cov_topics1_3";"cov_topics1_4";"cov_topics1_5";"cov_topics1_6";"cov_topics1_7";"cov_topics1_8";"cov_topics1_9";"cov_topics2_1";"cov_topics2_2";"cov_topics2_3";"cov_topics2_4";"cov_topics2_5";"cov_topics2_6";"cov_topics2_7";"cov_topics2_8";"cov_topics2_9";"cov_topics2_10";"cov_topics2_11";"cov_topics2_12";"cov_topics2_13";"cov_topics2_14"
"42";"Female";"Never";71;NA;"High school";"Widow";"Not working pensioner";"32e8c756a49db13ef906cbafcb1821d2";5;5;5;3;7;1;6;6;4;6;6;6;4;4;4;4;4;3;4;6;7;7;3;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;3;3;3;2;3;2;3;NA;NA;NA;NA;NA;NA;NA;8;5;5;5;5;5;5;6;5;7;5;6;6;5;8;5;6;5;7;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"43";"Female";"Never";58;NA;"High school";"Married";"Employed";"33a99993ce921915f962083bca59e253";7;7;6;4;7;5;6;3;5;7;2;2;6;5;7;5;5;7;7;7;7;7;6;6;6;6;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;3;2;NA;NA;NA;NA;NA;NA;NA;2;9;10;7;7;8;5;6;9;2;8;9;6;7;9;5;10;9;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"44";"Male";"Never";17;NA;"Basic school or unfinished or without basic school";"Unmarried";"Student without stable work";"34836507277cdf4f838196bf3d35fa66";3;3;5;5;3;5;3;5;3;3;2;5;6;3;4;3;5;3;2;4;4;5;3;4;2;2;1;2;1;1;1;2;1;1;2;2;1;4;2;3;1;1;1;4;2;4;4;3;2;3;NA;NA;NA;NA;NA;NA;NA;3;4;7;8;6;7;4;7;2;4;7;7;6;3;4;5;6;4;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"45";"Male";"Never";32;NA;"Vocational school or non - maturity high school";"Unmarried";"Not working pensioner";"353d0caa2b66e2c12a8460576bebf4d8";6;4;7;4;7;1;7;3;7;4;6;7;5;4;5;7;7;1;5;3;7;6;7;7;5;7;7;2;1;1;1;1;3;1;2;1;1;1;1;1;2;2;4;1;4;5;1;3;1;3;NA;NA;NA;NA;NA;NA;NA;6;5;10;10;7;5;4;5;10;5;5;5;8;8;9;5;5;10;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"46";"Female";"Never";56;NA;"Vocational school or non - maturity high school";"Unmarried";"Without work";"356da6addf926fd02843c0a130c78711";1;4;4;5;5;2;1;2;1;1;6;6;4;1;6;5;4;3;4;5;5;5;5;4;4;4;5;1;1;1;1;4;1;1;1;1;1;1;3;2;1;1;1;4;3;2;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;0;1;1;1;0;3;2;1;4;4;5;3;2;2;1;4;5;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"47";"Male";"Often, but not every week";67;NA;"High school";"Married";"Not working pensioner";"37d745f72564121ec179ccd4a82055f2";4;4;1;4;7;4;2;2;2;5;5;4;3;4;2;5;2;5;7;2;5;5;5;5;5;5;3;3;3;4;4;4;2;3;3;2;4;4;4;4;4;2;1;5;3;2;4;2;3;2;NA;NA;NA;NA;NA;NA;NA;4;4;10;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"48";"Female";"Never";76;NA;"High school";"Widow";"Not working pensioner";"37e456a59c89b554dfb4aff60265d57c";1;2;2;1;1;1;1;5;1;5;1;4;1;2;2;5;4;2;2;1;1;3;3;3;3;2;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;4;1;1;4;1;4;1;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"49";"Female";"Never";29;NA;"Vocational school or non - maturity high school";"In relationship";"Employed";"3893105b56daff2cc9d233b0b832d9e9";4;3;2;4;4;3;2;1;3;2;3;4;4;5;4;5;5;3;4;4;3;4;4;4;4;6;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;2;3;3;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;5;5;6;5;5;5;5;5;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"50";"Male";"Never";26;NA;"Vocational school or non - maturity high school";"Unmarried";"Employed";"38e8ee6c87d9845e257de7f47ae2e392";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;4;3;2;4;3;1;1;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"51";"Female";"Never";43;NA;"Vocational school or non - maturity high school";"Divorced";"Employed";"392ee248fd79ec278cf7a81ebd5898c9";4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"52";"Female";"Occasionaly";70;NA;"University master or higher";"Widow";"Not working pensioner";"39588e3a05c70ea4e88597333a7b7498";2;4;4;4;6;6;6;6;6;4;4;6;6;6;6;6;6;7;5;5;6;6;6;6;6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;2;3;4;4;4;3;3;4;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;5;1;1;4;4;3;3;4;4;4;4;5;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"53";"Male";"Never";61;NA;"High school";"Divorced";"Employed";"3cf771248637800fc99f342001ddf562";3;3;4;2;1;2;1;6;6;6;4;5;1;2;4;3;4;6;3;2;4;6;2;3;2;2;2;1;2;1;1;2;1;1;1;1;1;2;2;2;1;1;1;4;1;1;5;1;5;1;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;6;5;5;5;5;5;7;6;5;5;5;5;6;6;7;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"54";"Male";"Never";70;NA;"University master or higher";"Divorced";"Not working pensioner";"3e3d5ec39aa1c741e275a89055f98934";4;7;4;6;1;1;7;1;7;4;1;7;4;7;4;7;1;1;4;1;4;4;6;6;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2;2;4;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;10;10;5;5;5;5;5;5;5;10;5;0;5;5;8;10;5;5;0;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"55";"Female";"Never";66;NA;"University master or higher";"Married";"Not working pensioner";"3f394e3f130129753a00a9291d5805be";4;4;5;4;1;1;1;4;1;3;1;7;1;1;7;4;4;7;2;1;4;4;4;7;1;1;2;1;1;1;1;2;1;1;1;1;2;2;2;2;1;1;1;4;1;2;5;1;5;1;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;5;5;5;8;8;4;5;5;5;7;5;7;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"56";"Female";"Occasionaly";52;NA;"Vocational school or non - maturity high school";"Divorced";"Employed";"4144b29865e4dcc37d946b48796db874";7;7;7;4;4;4;5;4;4;7;7;4;5;5;6;4;6;7;4;5;7;7;5;7;6;4;3;2;2;1;5;1;2;1;3;3;5;5;3;4;4;2;1;3;2;3;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;0;5;5;5;5;8;5;5;10;10;10;10;8;10;5;10;8;10;10;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"57";"Male";"Never";65;NA;"High school";"Married";"Not working pensioner";"41ee9f4efd1e5fbd4faadbd9f37a48c9";4;5;4;6;1;1;2;4;2;5;1;4;2;2;4;3;4;6;2;2;3;5;2;3;2;1;1;1;3;1;1;3;1;1;1;1;1;1;3;3;1;1;1;3;3;2;4;3;3;3;NA;NA;NA;NA;NA;NA;NA;9;8;7;9;9;10;9;8;9;10;10;9;9;8;8;8;10;9;10;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"58";"Male";"Never";39;NA;"High school";"Unmarried";"Without work";"436a69a6e51e98dc0daed8fed5f71901";4;4;5;3;1;2;2;3;4;5;2;4;3;2;4;2;7;6;4;4;4;3;3;5;6;5;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;2;3;4;1;3;2;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;1;2;2;2;2;2;1;0;0;2;2;5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"59";"Male";"Never";52;NA;"Vocational school or non - maturity high school";"Divorced";"Not working pensioner";"4af37025b9aba7984332b81b3c6dfc68";4;4;4;3;4;5;4;4;4;6;6;6;5;7;4;7;6;6;5;6;5;5;5;5;5;7;5;2;2;1;4;4;3;3;4;3;3;4;3;4;2;2;1;4;2;3;4;1;4;2;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;5;0;10;5;5;5;7;3;9;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"60";"Female";"Never";37;NA;"Vocational school or non - maturity high school";"Married";"Employed";"4be088c3378e8eac1dfb3df3edb9ff2f";4;4;7;1;4;7;7;4;7;7;7;4;7;7;4;7;7;7;7;5;4;7;7;7;7;7;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;5;5;3;3;1;5;NA;NA;NA;NA;NA;NA;NA;8;10;10;1;4;0;2;10;10;10;10;10;10;10;10;5;5;10;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"61";"Male";"Occasionaly";52;NA;"High school";"Unmarried";"Employed";"4c159bd17fa9e34bc0bd1be1c40d3b19";6;6;4;3;6;2;6;7;7;7;3;6;3;6;6;4;5;7;5;6;3;7;5;7;6;6;4;2;2;2;3;4;2;1;1;2;3;3;3;2;3;2;1;4;2;3;4;2;4;2;NA;NA;NA;NA;NA;NA;NA;5;7;5;5;6;4;3;2;4;4;3;8;3;7;9;8;9;3;8;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"62";"Female";"Never";72;NA;"Vocational school or non - maturity high school";"Divorced";"Not working pensioner";"4e49619156456e41316f144e43787b5f";4;5;5;4;5;4;6;5;7;4;3;6;6;6;4;6;7;7;4;4;6;7;5;7;7;4;3;4;4;4;4;2;4;4;3;2;4;4;4;2;4;2;1;4;4;4;3;3;4;4;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;5;5;5;5;5;5;5;7;5;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"63";"Female";"Never";63;NA;"Vocational school or non - maturity high school";"Divorced";"Not working pensioner";"4e54a1bbbcefa4d2d61cb54730c2d8fa";5;4;7;1;7;1;5;4;7;7;6;6;4;4;6;6;6;4;5;6;6;6;6;6;6;7;3;1;1;1;1;2;2;1;1;1;2;2;2;2;2;1;4;2;4;4;2;4;2;4;NA;NA;NA;NA;NA;NA;NA;5;6;8;5;5;2;3;5;8;8;8;8;7;6;5;8;8;5;7;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"64";"Male";"Never";37;NA;"University master or higher";"Married";"Employed";"5007ca2cc4ae6e6cc9d4c62293db33f9";1;1;2;1;1;1;1;7;3;1;1;7;1;2;4;4;7;1;1;1;1;3;2;4;3;5;4;1;1;1;1;5;1;1;1;1;1;1;3;3;1;1;1;5;4;1;5;3;5;2;NA;NA;NA;NA;NA;NA;NA;0;2;0;0;0;0;0;0;3;0;0;0;0;3;2;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"65";"Female";"Occasionaly";63;NA;"University master or higher";"Unmarried";"Employed";"51985df9dd62ce090fff5e9264f573f5";4;5;4;4;5;1;2;6;3;6;4;3;3;4;6;6;7;7;5;1;3;6;5;4;5;6;5;5;5;6;5;5;6;5;6;5;6;5;5;4;5;3;2;3;3;3;3;2;4;3;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;2;1;0;1;1;3;5;5;4;4;6;6;4;3;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"66";"Female";"Never";32;NA;"Basic school or unfinished or without basic school";"Unmarried";"Employed";"553647cfc1fa1b838e369cbf944b9585";4;4;3;4;3;1;1;3;5;5;6;6;2;4;3;5;5;2;4;5;5;6;5;4;5;5;3;2;3;1;2;3;1;1;1;1;1;4;5;6;1;1;4;3;4;4;3;4;3;3;NA;NA;NA;NA;NA;NA;NA;5;6;5;5;5;5;6;5;4;7;6;4;6;6;6;6;8;10;8;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"67";"Female";"Never";70;NA;"High school";"Divorced";"Not working pensioner";"56fbce96e3b1633dfe2444c234c6f671";4;5;5;3;6;7;7;5;5;5;3;6;7;5;7;5;7;7;3;4;7;6;4;5;5;5;2;2;1;1;2;4;2;1;1;1;1;4;4;2;2;1;3;3;4;3;2;4;2;4;NA;NA;NA;NA;NA;NA;NA;8;7;4;8;4;5;5;10;8;3;5;5;7;5;3;4;8;7;10;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"68";"Male";"Never";20;NA;"Vocational school or non - maturity high school";"Unmarried";"Student without stable work";"5876a2755361e70d2d3335fc6b912554";6;1;5;3;7;3;4;4;3;5;7;3;7;7;6;4;4;1;5;7;7;7;5;4;7;6;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;4;5;2;4;3;5;NA;NA;NA;NA;NA;NA;NA;7;6;8;6;9;4;6;3;8;2;9;9;9;3;7;9;8;4;5;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"69";"Male";"Occasionaly";26;NA;"Vocational school or non - maturity high school";"Unmarried";"Employed";"58cb396a754da3145789a587d60e66c4";5;5;5;1;2;2;1;3;1;1;1;7;4;4;2;4;5;1;4;4;4;1;3;2;4;1;3;6;4;6;6;6;6;6;6;6;6;6;6;6;6;3;2;4;2;2;4;4;4;2;NA;NA;NA;NA;NA;NA;NA;8;5;0;5;7;4;5;5;7;7;0;2;0;0;0;0;8;7;8;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"70";"Male";"Never";32;NA;"Vocational school or non - maturity high school";"Unmarried";"Employed";"5f1e2f9bf956c3230ce37236cdb6f8a6";6;5;6;3;5;4;3;6;4;1;6;7;4;5;7;7;7;1;7;5;6;7;7;7;4;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;4;4;4;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;5;7;7;9;9;3;6;9;9;9;8;5;8;9;9;6;10;6;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"71";"Female";"Never";33;NA;"Vocational school or non - maturity high school";"Married";"Maternity leave";"6078aec8f9ccf6f5d354e1ba84977379";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;5;8;7;5;5;5;5;5;5;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"72";"Female";"I try to attend once a week";72;NA;"Higher vocational school or University bachelor";"Widow";"Not working pensioner";"619e88342e069b6c31ffe3b281c5a4b5";6;6;4;3;4;5;4;7;2;7;5;5;2;4;6;5;5;4;2;1;6;7;4;4;4;1;2;5;5;4;5;6;4;6;5;2;6;6;5;4;3;3;1;4;2;1;4;2;5;1;NA;NA;NA;NA;NA;NA;NA;0;0;5;5;2;5;5;2;5;5;7;5;6;8;4;8;10;5;9;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"73";"Female";"Never";41;NA;"Vocational school or non - maturity high school";"Divorced";"Employed";"635b272a0c54b0423b9a841d4d36b03a";3;1;4;4;2;1;3;2;2;2;2;5;4;5;4;4;4;4;2;2;2;4;2;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;3;2;1;3;3;2;2;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;5;5;3;5;4;5;6;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"74";"Male";"Never";69;NA;"High school";"Married";"Entrepreneur without employes";"65487004834a995b91ee1aa332e111d6";5;5;6;3;1;4;2;1;6;5;3;4;4;4;1;7;6;5;5;2;6;6;4;6;6;4;5;2;1;1;1;3;1;2;1;1;4;2;1;4;4;1;1;3;3;3;2;3;3;5;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;6;6;4;5;7;7;4;8;5;5;6;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"75";"Female";"Never";30;NA;"Vocational school or non - maturity high school";"In relationship";"Employed";"65dbfad5d8d67ba45aa4572d27692603";2;2;1;1;2;2;2;1;3;2;1;3;1;1;3;1;2;2;1;2;2;3;2;3;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"76";"Female";"Never";55;NA;"Vocational school or non - maturity high school";"Divorced";"Employed";"672b64110959eb22c77fa14b9d741635";5;6;5;4;5;5;4;3;3;3;6;7;6;4;2;2;3;4;4;2;2;4;5;4;4;7;5;1;5;4;3;5;1;2;3;3;2;3;2;4;5;1;1;4;3;3;4;4;3;4;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;7;4;3;8;8;8;7;6;5;6;6;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"77";"Female";"Never";71;NA;"High school";"Divorced";"Not working pensioner";"68949a0a5cbc0aebf541282e892b1c7f";2;4;4;3;2;1;1;5;2;4;2;4;2;3;2;5;4;1;2;2;4;4;2;2;2;4;3;2;1;1;1;3;1;1;1;1;1;3;3;2;1;1;1;4;3;2;4;3;3;2;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;5;1;0;5;5;1;0;5;5;5;6;5;6;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"78";"Male";"Never";72;NA;"University master or higher";"Married";"Employed";"6a64f85f79839bd2ba74baa395a0f014";3;4;4;3;5;2;3;5;4;3;3;5;4;5;4;5;5;3;5;3;3;3;5;5;3;3;4;1;5;1;1;5;1;1;1;1;1;4;3;3;1;1;1;4;2;2;4;2;3;2;NA;NA;NA;NA;NA;NA;NA;7;5;4;5;5;5;4;3;4;4;5;5;5;5;4;5;6;6;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"79";"Male";"Never";60;NA;"High school";"Married";"Employed";"6a8a5ae5af2c02b8a57ff97566de084a";2;4;3;3;2;3;2;5;6;4;3;5;2;4;3;5;4;5;4;4;3;3;3;5;6;3;4;1;1;1;1;2;1;1;1;1;2;1;3;2;1;1;1;4;3;2;5;2;4;2;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;5;5;5;3;3;3;3;7;6;6;6;6;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"80";"Female";"Never";28;NA;"Basic school or unfinished or without basic school";"Married";"Employed";"6ada5ae14abc589e5ae4e3735c724efa";4;4;6;2;6;5;3;4;4;4;5;6;5;5;2;6;3;5;5;6;4;4;4;5;4;6;4;2;2;1;2;2;2;1;1;1;1;3;3;2;1;1;2;3;4;4;2;5;2;4;NA;NA;NA;NA;NA;NA;NA;5;8;5;7;5;3;5;5;6;6;7;6;5;5;6;7;5;7;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"81";"Female";"Never";53;NA;"Vocational school or non - maturity high school";"Married";"Employed";"6af2b57bd20e53c97d227eb4ed8d5dd7";4;2;4;1;4;2;1;2;3;2;1;4;2;1;4;4;4;4;2;3;3;5;4;2;1;4;2;1;1;1;1;2;2;1;1;1;2;3;3;2;1;1;1;4;2;1;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;2;7;5;7;7;5;6;3;3;5;1;1;3;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"82";"Male";"Never";54;NA;"Vocational school or non - maturity high school";"Married";"Not working pensioner";"6c08726cd8be79235fbb9eb4f8c50a35";1;4;4;1;1;1;1;6;7;7;1;7;2;7;4;4;7;1;7;7;4;1;4;4;6;4;4;1;5;1;1;2;1;1;1;1;3;1;1;3;1;1;1;4;1;1;4;1;4;1;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"83";"Female";"I try to attend once a week";73;NA;"University master or higher";"Married";"Not working pensioner";"6c782677082461db7d1eac359b9cd260";3;5;5;3;3;5;5;5;6;5;2;5;2;4;5;4;3;6;4;4;3;6;4;5;6;5;4;4;3;3;4;4;4;4;2;3;5;5;4;3;4;2;2;4;2;2;4;2;4;2;NA;NA;NA;NA;NA;NA;NA;6;8;5;5;6;5;5;6;4;5;5;6;5;5;5;7;6;5;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"84";"Female";"Never";60;NA;"Vocational school or non - maturity high school";"Married";"Not working pensioner";"6ec9235c3cc525c75bc85eba233ab126";4;6;6;3;3;2;5;4;4;4;3;4;5;5;4;4;4;4;4;3;5;6;4;5;4;4;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;4;2;4;4;3;3;2;4;NA;NA;NA;NA;NA;NA;NA;5;5;8;5;5;5;5;5;5;5;9;8;7;6;5;5;5;7;7;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"85";"Female";"Never";42;NA;"Vocational school or non - maturity high school";"Divorced";"Without work";"70f9f91ac77579fbf373f69b770355dd";4;1;1;7;7;6;6;4;7;1;7;7;1;7;1;7;7;4;7;4;7;1;7;7;7;7;7;3;1;1;3;1;4;2;1;1;1;2;1;1;2;1;3;3;4;4;2;3;2;3;NA;NA;NA;NA;NA;NA;NA;0;5;0;5;10;10;0;10;10;10;0;0;10;10;10;10;10;0;5;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
